Unnamed: 0,ids,title,article
15,https://docs.searchunify.com/Content/Virtual-Agent/Virtual-Agent.htm,Virtual Agent,"Set up Your SearchUnify Virtual Agent Each instance of SearchUnify supports up to five virtual agents. This article walks you through the process of creating your first virtual agent. Install Virtual Agent Install a Virtual Agent Create Your First Virtual Agent Create a Virtual Agent Add Intents and Utterances Create Entities for Use in Intents and Responses Create Dialogs and Stories in Conversation Customize Your Virtual Agent Customize Your Virtual Agent with Theme Editor Measure Virtual Agent Performance View Virtual Agent Analytics Last updated: Wednesday, March 30, 2022 Was this article helpful? Send us your review at help-feedback@searchunify.com"
16,https://docs.searchunify.com/Content/Search-Clients/Create-Formula.htm,Create Formula,"Use Create Formula for Document- and Role-Based Access Control This article walks you through the Create Formula screen, starting with document-based access control which is available on all content sources and then turning to role-based access control, available only in Salesforce. For concrete examples, check out the Related section. Document-Based Access Control Restrain visibility in search results even for those content sources where role-based access control is not possible because the users aren't required to log in. The documents to go public or invisible are selected based on their field properties, such as the title, URL, author name, create date, and others. Role-Based Access Control Access restrictions on Salesforce cases, articles, and other objects are carried over to indexed files by default. If a case is out of scope for a user ID inside Salesforce console, the case remains inaccessible on the search results page as well. However, sometimes admins might want to diverge from the default settings. In such scenarios, they can use Create Formula's role-based access control. NOTE. If Salesforce is one of your content sources, then you can extend role-based access control settings with Independent Conditions to other content sources as well. Popular Use Cases Fig. 1.1 Create Formula Screen On the Content Sources screen, select a content source and a content type. Then click Create Formula. For illustration, the content source in the next image is Product Documents and the content type is Documentation. A dialog opens. On the extreme left of the dialog is a tab in light orange, which is the object Documentation. The remaining tabs in gray are content types (fields). Their number varies with the content source and the content type. In the next image, you can spot eight fields for the object Documentation, namely Body, Category, Content, Created Date, Heading, Last Updated, Title, and URL. Document-based access control can be applied either on: Entire objects Individual content fields Let's say your goal is to change visibility settings of Documents based on a document's created date. For that, click Created Date. A dialog will open in which two fields are of interest to us: Action Name is where access control settings are labeled. Prefer descriptive labels. For demonstration, ""Exclude May 2021"" has been chosen. Our goal is to hide all the documents created in the month of May 2021 from the search results page. Add Conditions. User personas in Add Conditions support only Salesforce. Scroll down to User-Based Access Control to learn about them. Response is where field values are selected. The idea of picking field values can seem tricky at first but once grasped, you will find it intuitive. Here are two examples: GOAL: Hide all the articles written by Jose Saramago. Here article is an object, author name is a field, and Jose Saramago is an author name value. The field author name can take other values as well, such as Naguib Mahfouz, Fyodor Dostoevsky, or Michel de Montaigne. But we want the action of hiding articles described in Map Rules into Formula and Formula Field Mapping (next sections) to take place only when author name has a specific value (Jose Saramago). GOAL. Don't show any article drafts to external users. Article is an object, article state is a field and in article state == draft, the field value is draft. Users are another object and user type is a field. In our case, user type == external. The goal is to hide all drafts from external users which is possible in Map Rules into Formula and Formula Field Mapping. Illustration GOAL: Hide the documents created in May, 2021. Documentation is an object (Fig. 1.3) and Created Date is a field (Fig. 1.3). May, 2021 is a value of the field Created Date. We click Created Date and a new dialog opens (Fig. 1.4). Because the goal is to hide documents, we give our action a descriptive name in Action Name. In Response, we select the date range. Fig. 1.4 When you click Save, the dialog resembles the next image. In the left section, Rules, a row has appeared. All we have done so far is specify that we want an action to occur when field value is something. What that action is going to be is specified in Map Rules into Formula or Formula Field Mapping using the following four operators. Operators Four operators are available. AND. Boolean operator. Used to select two or more field values. AND (Val1, Val2, Val3) returns only those documents which have all of these three field values. OR. Boolean operator. Used to make a selection between two or more field values. OR (Val1, Val2, Val3) returns all the documents which have any of these three field values. NOT. Boolean operator. Used to exclude documents with specified field values from results. NOT (Val1) excludes all the documents with the field value Val1. REGEX.Interpret the field value as a regular expression. It is useful when a field is, let's say, view_href and you want to go public with or remove access to URLs from a specific host. Or when the field is title and you don't want any document with the word ""archived"" in it. Rules List The formula are essentially Action Names with Response values. Once created, they are available for use on any content source and across all search clients. We have so far created only one Formula: Exclude May, 2021. Map Rules into Formula Map Rules into Formula offers a board where you can use Operators and Rules to define a formula. When at least one rule is created, the operator node starts showing up on the Map Rules into Formula Board. In the next image, you can see a simple formula, where all the articles created in May, 2021 are excluded from search results. To start with, we will select NOT from the Operator dropdown. Click ICON, then from Add Rule, select Exclude May 2021. Click Check Syntax and then Save. Formula (Expression) Formula Expression is an alternative way to write formulas. Instead of a configuring a GUI, you write a explicit formula. To obtain the same result that we have achieved through Map Rule Into Formula, write NOT(Exclude May 2021) in Formula (Expression), click Check Index, and then Save. Both Formula (Expression) and Map Rule Into Formula are two alternative methods to obtain identical results. Fig. 1.6 Role-Based Access Control (Salesforce) Role-based access control is solely available for Salesforce content sources. Instead of an admin specifying explicitly, Responses are picked based on certain user properties. The entire process has three steps, as opposed to two in document-based access control. The extra step is Add Conditions, which can be completed in three parts: Define User Properties Select an Operator Write a condition Each of the steps is explained next. User Properties Six user properties are supported: UserId UserType AccountId ProfileId ContactId PermissionSet Fig. 1.7 Operators The user properties are then compared with values using operators, of which six are available. Equals: Equation is true when User Property equals to the specified value. Not Equals: Equation is true when User Property is not equal to the specified value. And: Equation is true when two or more User Properties are true. OR: Equation is true at least of the User Properties is true. Includes: Equation is true when a User Property includes the specified value. Dependency in: Equation is true when a User Property equals the Response value of another Action. Fig. 1.8 Conditions With user properties and operators, you can create simple as well as complex creations. One simple condition is in the next image which hides the documents created in May 2021 only to External users. It's entirely identical to the previous condition, except that User Type is defined. Next either through Map Rules Into Formula or Formula (Expression), obtain the equivalent of NOT(Exclude May 2021). Fig. 1.10 Independent Conditions Independent Conditions are used to extend role-based access control settings, based on Salesforce, to other content sources. Example An organization uses Salesforce Community and another to host docs, let's say Confluence. It wants to hide a document, Bug Fixes: 2021-12-04, on Confluence from external users. Document-based access control would have sufficed if the goal was to hide it from all the users. But that's not the case here. We want everyone, but external users, to be able to find the document. However, access control based on a user's profile is available only in Salesforce. It's exactly for such situations that Independent Conditions offers a way out. The following example shows how you can hide a Confluence document based on its title from external users. The users are identified from Salesforce data. Open a search client, connected with both Confluence and Salesforce Community, for editing. Next go to Content Sources, find Salesforce Community, click Create Formula, and then Independent Conditions. Give the condition a descriptive title in Action Name. In Add Condition, set User.UserType == External. Finally, insert True in Response. Save the settings. Then open the Confluence content source. In our case, the content source is named Docs Site. NOTE. Although this example is about Confluence, the same steps can be applied to any content source other than Salesforce. Next, give the action a name, select Equals from Operator and choose Hide from External (the independent condition from Salesforce Community) from Dependency. In Response, write the title of the document that has to be hidden. Here's a summary of what's happening here: Hide Bug Fixes Doc (Confluence) calls Hide From External (Salesforce Community Independent Condition) Hide From External (Salesforce Community Independent Condition) returns True if the user is External When the condition is True, Hide Bug Fixes Doc (Confluence) returns Bug Fixes: 2021-12-04 from Response Voilà! We have just applied user-based access control on a non-Salesforce platform with Independent Conditions. Related Example 1: Hide a Document Based on Its URL"
17,https://docs.searchunify.com/Content/Search-Clients/Drupal.htm,Drupal,"Install a Search Client in Drupal Find information faster on Drupal with SearchUnify. This article walks you through the process of installing a SearchUnify search client in Drupal. Installation Overview Prerequisites Drupal admin login credentials. Download the zipped Drupal search client for your instance. Drupal 7 and Drupal 8 produce two separate zip files. Select the correct platform. Provision key; contact a SearchUnify representative to obtain it Install a Search Client in Drupal Unzip the file. Extract the folder and copy it to /sites/all/modules in /root through FTP or Git. Log into Drupal as an admin. Click Manage Link > Modules to enable SearchUnify Drupal Connector. Open the configuration page by clicking the configuration link. Enter your UID, Provision Key, and Endpoint URL on the configuration page. Hit Configuration to save your settings. Result A SearchUnify search client on Drupal."
18,https://docs.searchunify.com/Content/Search-Clients/Ex-1-Limit-Access-Based-on-Field-Value.htm,Example 1: Hide a Document Based on Its URL,"Example 1: Hide a Document Based on Its URL This article walks you through the steps of hiding a document based on its URL. What is true of the URL field is applicable on other fields as well so that if you learn how to remove from results a document with a specific URL, you will also learn how to remove documents based on their Title, Description, Tag, and any indexed field. For illustration, we hide the top result from a Salesforce Communities search client. Because the top result is from a StackOverflow content source, open StackOverflow 30K (label could be different in your instance) and then Question. Click Create Formula. Because the goal is to hide a document based on its URL, we have to drag the field storing web addresses to the gray area. In our case, the field is view_href. In the dialog that has appeared, copy the document URL (the one that is to be removed) into Response. Give this activity a name in Action Name and click Save. Now that we have stored data (web address) in a field (view_href), the next task is to decide what to do with the data. For that scroll down to Formula Field Mapping. To hide a document based on a field value, select NOT from the Operators dropdown. NOT() will appear inside the gray box. Move cursor by one to the left so that it's between the parenthesis of NOT() and then pick an Action Name from List of Formula Save your settings. Refresh the page. Example 1 Notes It's possible to create complex visibility conditions using the other operators: AND, OR, and REGEX. For instance, you can write a formula of the type AND(URL1, URL2, URL3, NOT(URL4 OR URL5)) which translates into: Show all of URL1, URL2, and URL3 but not URL4 and URL5. AND and OR are Boolean but REGEX interprets the value in Response as a regular expression. NOT(REGEX(Exclude_StackOverflow)) will hide all remove all the documents hosted on StackOverflow. (This Formula assumes that the admin has used the correct regular expression to exclude StackOverflow documents in Action Exclude_StackOverflow.)"
19,https://docs.searchunify.com/Content/Search-Clients/Facets.htm,Rearrange Facets on a Search Clients,"Skip To Main Content Account Settings Logout placeholder Account Settings Logout Filter: All Files Submit Search Rearrange Facets on a Search Clients Facets on a search client can be arranged for the ease of search users. For instance, Sources and Authors can swap places and Community: Category can be placed ahead of them. Instance managers can also pick an arrangement scheme for facet values in Sources. This article covers both scenarios. Rearrange Facets All the fields that are selected as filters appear here. If the Sources facets is not selected in Content tabs, the user can arrange the objects that will appear in sources. From Search Clients, open search client for editing. Go to Content Sources and click Set Default Preferences. In Facets, use to rearrange facets. Save your settings. Save the settings again. Once you click Save, the new facet order immediately reflects on the search client. Result Topic and Sources have swapped places. Select an Order for Facet Values in Sources All the fields that are selected as filters appear here. If the Sources facets is not selected in Content tabs, the user can arrange the objects that will appear in sources. From Search Clients, open a search client for editing. Go to Content Sources and click Set Default Preferences. In Facets, click on Sources. Select an arrangement from the dropdown: Alphabetical (A-Z), Alphabetical (Z-A), Count (Ascending), Count (Descending), and Custom. Except for Custom, which requires instance users to drag facet values, all other kinds of sorting are done automatically. For example, if 5 facet values are returned for some query and the chosen arrangement is Alphabetical (Z-A), then those 5 facet values will be arranged in the reverse alphabetical order in Sources. Save your settings. Save the settings again. Once you click Save, the new facet order immediately reflects on the search client. Result Related Set Default Preferences"
20,https://docs.searchunify.com/Content/Search-Clients/Hosted-Search-Client.htm,Configure a Hosted Search Client,"Configure a Hosted Search Client Organizations can securely access SearchUnify search services using an SAML 2.0 identity management software (IMS). Using an IMS is safe and convenient. It’s safe because access control settings are defined and stored in one place. And it’s convenient because users can access any allotted application after logging into the IMS. Hosted Search Client is a web-based search client which can be integrated with an IMS. On a SearchUnify instance, you can have at most one Hosted Search Client. This article explains how to set up a Hosted Search Client and integrate it with Okta, a popular identity management software. The entire configuration consists of five parts: Create a Hosted Search Client and download it Set up the Hosted Search Client in Docker Create an app in Okta Enter SSO-Sign In details in Administration > Manage Users Optional: Add users who want to access the Hosted Search Client Each part consists of several subparts. This article covers them all. Prerequisites Access to Okta or another identity management software A server with Docker A page to host the search client Create a Hosted Search Client In Search Clients, click Add New Search Client, find Hosted Search Client, and open it. In Enter Platform Name, give you search client a name. Paste your SearchUnify instance web address in Enter Base URL and click Save. Your browser does not support the video tag. Set up the Hosted Search Client in Docker The password to log into Docker is in readme.txt . To find it, download your search client from Manage Search Clients. Log into Docker with your SearchUnify credentials. Username: searchunifyhosted Password: {{password_in_readme.txt}} $ sudo docker login --username=searchunifyhosted Fetch SearchUnify’s hosted service from Docker Hub. $ sudo docker pull searchunifyhosted/searchunifyhosted:searchunifyhosted Run the hosted service on port 2999. Either ensure that the port is accessible externally or reroute the service to 2999 from NGINX. In {{server_URL}}, enter the web address of the server where the search client will be hosted. For example, https://yourinstance.searchunify.com/. $ sudo docker run -it --init -p 2999:2999 -d searchunifyhosted/searchunifyhosted:searchunifyhosted {{server_URL}} In the file site-enabled/default, enter the route location: /saml-sc/ { proxy_pass http://localhost:2999/; } Save the settings. Define the Hosted Search Client URL in Docker. The URL has the format: {{server_URL}}/saml-sc/hostedLogin, where server_URL is the web address of the hosted search client. You can replace /saml-sc/ with a custom directory name. Don’t forget to append /hostedLogin after the URL. Create an app in Okta Keep your security certificate handy. It's stored in a file with the extension in .pem. Log into your IMS and open Add Applications. Click Create New App. Select Web in the Platform dropdown, check SAML 2.0 in Sign on method and click Create. Enter SearchUnify in the App name field and click Next. Uploading an app logo is not mandatory, but recommended. App Visibility settings will vary from organization to organization. They can be ignored for a minimal installation. On the SAML Settings screen, enter the following details and click Show advanced settings. Single sign on URL: {{server_URL}}/saml-sc/hostedLogin Use this for Recipient URL and Destination URL: Checked. Audience URI (SP Entity ID): {[server_URL}} Name ID format: Unspecified Application username: Okta username Scroll down a little to find Enable single logout. Three new fields will appear when you check Allow application to initiate Single Logout. Enter {{server_URL}}/saml-sc/hostedLogoutin Single logout URL. Scroll down and click Next. In the Signature Certificate field, upload the security certificate received from SearchUnify. The next two fields (Authentication context class and Honor force authentication) will be populated if the upload was successful. Scroll down and click Next. Check an option in Are you a customer or partner? and click Finish. You will land on the SearchUnify app screen, where you can click View Setup Instructions. The app creation was successful if you can see a similar screen. Enter SSO-Sign In details in Manage Users Open Administration > Manage Users from the left navigation. Move to SSO Sign in. Enter the details which you found after clicking View Setup Instructions. Idp Display Name: Enter any name of your choice. Idp Identifier: Enter any name of your choice. Idp Entity Id: Identify Provider Issue SAML SSO Login URL: Identity Provider Single Sign-On URL X.509 Certificate: X.509 Certificate Saml Logout Url: Identity Provider Single Logout URL Enter Hosted Search Client URL. Search client web address configured in Docker (See the end of Step 2) Click Save. Add and Remove Access The users who have been allowed to access the Hosted Search Client in Okta run searches on {{server_URL}}. You can expand the list from Add Users in Manage Users > Hosted Search Users. You can use take back access from Hosted Search Users. You can also deactivate a user from the Hosted Search Users screen. Usage To access your Hosted Search Client, log into Okta (or another identity-management software), find SearchUnify, and open it. Your browser does not support the video tag."
21,https://docs.searchunify.com/Content/Search-Clients/Joomla.htm,Install SearchUnify on Joomla,"Install SearchUnify on Joomla This article gives you a walk-through of how you can install the SearchUnify search client in Joomla. Follow the given instructions to install the SearchUnify search client in your Joomla instance. Prepare Search Client for Installation Once you have added Joomla as a search client, click Download search client. Open the downloaded .zip file and extract its contents. Then, open index.html and copy the script and the CSS URL. Extract files from mod_searchunify.zip. One of the extracted files will be mod_searchunify.php. Open it for editing and add the following paths in the script. Savemod_searchunify.php. Create a new .zip file with the updated files with the same name mod_searchunify. Install Search Client on Joomla Log into Joomla. To install the SearchUnify app, click System from the side menu bar and subsequently, click Extensions. Install the updated mod_searchunify.zip file. Upon receiving a notification about the completion of the installation, tick the check box. Click Action and publish the extension. After publishing, click SearchUnify App. Under the Module sub-tab, select the position of the app using the position drop-down field. Click on the Menu Assignment sub-tab and select your module assignment, meaning the page on which you want to install the app. For the next steps, go to the Articles and click New. Add a Title Name. Then, click CMS Content and select SearchUnify Application. You will now see the Shortcode in your articles like {loadmoduleid 117} for example."
22,https://docs.searchunify.com/Content/Search-Clients/Merge-Facets.htm,Merge Facets,"Merge Facets Facets help users narrow down search results. You can make them more useful by grouping similar facets together. For example, an organization with multiple knowledge bases can divide its content sources into Official (where only the employees contribute) and Community (where customers can participate). Another use case is tag management. A large content source can have thousands of tags. You can bring some sanity to them by clubbing them into a handful of categories that are more manageable. Grouping Facets Go to Search Clients and click to open edit settings for a search client. Navigate to Content Sources. Click to open Merge Facets settings. The facet categories detected by SearchUnify or created by an admin are in the leftmost Facets column. Drag one facet to the second column, Selected Facets. Click the selected facet and then Subgroup your facets and give the subgroup a name. In the diagram below, the three tags have been clubbed together and the name merge facets. Check Yes if you want to show child facets, and No if you want to keep them hidden. Checking Yes If you check Yes, your search client users will see a mother facet, merge facet, and three child facets, startup, office, and wework. Checking No If you check No, the users will only see merge facet. Click Save. The window will close. Click Save again. And finally click Save to preserve your settings. Download You can also see the Download and Email icons using which you can either download the merged facet values and also can email to same to you and other concerned persons as well."
23,https://docs.searchunify.com/Content/Search-Clients/Microsoft-Dynamics.htm,Microsoft Dynamics,"Install a Search Client in Microsoft Dynamics Find information faster on Microsoft Dynamics with SearchUnify. This article walks you through the process of installing a SearchUnify search client in Microsoft Dynamics. PREREQUISITES Download the search client. Install a Search Client in Dynamics Go to Customizations from Settings. Click the import icon and upload the zip file. Under All Solutions, click the solution you have created. Enter your Endpoint URL, Provision Key, and UID. Open Dynamics, go to Service, and open a Case. SearchUnify should be in the right panel."
24,https://docs.searchunify.com/Content/Search-Clients/Salesforce-Communities-Lightning.htm,Salesforce Communities (Lightning),"Install a Search Client in Salesforce Communities (Lightning) In this article, you will learn how to replace the default Salesforce component, Search Results, with a SearchUnify package. The SearchUnify package runs as a native app and can fetch results from your org and external sources, such as your organization's YouTube channels, Slack discussions, and GitHub repositories right into your Community Cloud. The installation takes only a few minutes but goes a long way in enhancing user experience. Comparison of Search Results Component and SearchUnify Package When users are confronted with thousands of posts and articles, most choose to run a search. As a Salesforce admin, you can improve user experience by replacing the default Search Results component with a powerful SearchUnify package. This table summarizes the key differences between the both. Search Results (Component) SearchUnify Package Default Component Yes No Native Support Yes Yes Global (Org) Search No Yes Objects Supported Articles, Discussions Articles, Discussions, and all other standard and custom objects Results from External Sources No Yes Salesforce Default Permissions Search clients on your org adhere to default Salesforce positions, which means that a Guest User cannot see any cases on the search results page and a Partner can see all the cases concerning his or her Contacts. The table summarizes the default permissions followed on the Salesforce search client. Permissions Chart Object User Type User can see Cases Internal All the cases in an org. Partner All the cases that belong to the Partner's account. Guest User No cases are visible. Customer All the cases that belong to the Customer's contacts. Articles Internal All the articles in Knowledge. Partner All the Public articles and the articles visible to the Partner. Guest User All the Public articles. Customer All the Public articles and all the articles visible to the Customer. Group Feed Internal All feeds of all the groups. External All feeds of the groups of which the user is a member and all feeds from public groups. All All feeds of all the groups. Guest All feeds from public groups. User Feed Internal All feeds of all the users. External All feeds of all the users. Enable SearchUnify Search on Salesforce Communities Create a Salesforce Lightning Search Client Ensure that Salesforce Communities are enabled. Skip this step if you already have a community. Create a Salesforce Lightning search client. Configure the Salesforce Lightning search client. Install SearchUnify Package Visit Salesforce AppExchange, look up ""searchunify"", and open the top listing, SearchUnify - Cognitive Search & Insights for Salesforce. Click Get It Now. If prompted, log in with your Salesforce admin credentials. It's usually a good practice to install an app on Sandbox, instead of Production. Install the app for All Users. A warning might come up. Overlook it and proceed with installation. In the end an Installation Successful message will greet you. Connect Salesforce Org with SearchUnify Instance The data flow between SearchUnify and your Salesforce org is managed through Remote Sites, of which two must be created before you can proceed with configuration. For instructions, check out Create Remote Sites in Salesforce. Process SearchUnify Package Click Salesforce App Launcher and then View All. Find SearchUnify Configuration and click it open. Create a remote site using URL on the Search Configuration screen. How to Create Remote Sites in Salesforce? Check out this document. Select Lightning from Choose Search Platform. A configurations page will appear. Enter the details and click Process. Select your community for configuration. Choose a Salesforce community where the search client will be installed. Enter Service Endpoint. It is your SearchUnify instance URL. Enter Provision Key. You can get it from your SearchUnify representative. Enter UID. It is your search client ID. Enter community page name. Select or create a page with full-width and only one column. The page name should be limited to lowercase letters and hyphens. Spaces are not allowed. Add SearchUnify Instance to CSP Trusted Sites From Setup, go to Quick Find Box, find CSP Trusted Sites, and open it. Click New Trusted Site. In the form that opens, enter ""SearchUnify"" in Trusted Site Name and {{instance URL}} in Trusted Site URL. Check all the CSP Directives and click Save. Insert SearchUnify Search Component to a Community Page Open your community in the Builder mode. (From Setup, go to All Communities through Quick Find Box, and click Builder.) Move to Security from . Select Allow Inline Scripts and Script Access to Whitelisted Third-party Hosts from the Script Security Level dropdown. Click from the sidebar, select Theme, and enter Configure. Click , and from the Search Component drop-down select SUAuthBanner_1234 (where 1234 are the first four digits of your UID). Don't See the Packages? Launch your Developer Console. In the window that pops up, click Open Lightning Resources from the File menu. Expand each resource to view its subfolders and activate the packages. Then, proceed to Configuration in step 6. NOTE. In case you cannot find subfolders in a resource, delete the resource and create a Lightning Component of the same name and check again. To create a new Lightning Component, click New from File and then Lightning Component. Drag SUAuthSearch_1234 (where 1234 are the first four digits of your UID) to the Content section of the page you have selected or created. You have successfully installed SearchUnify on Salesforce Communities."
25,https://docs.searchunify.com/Content/Search-Clients/Salesforce-Console-Right-Panel-Lightning.htm,Move Search Client to Right Sidebar,"Move Search Client to Right Sidebar in Salesforce Lightning Upon installation, the search client for Salesforce Console gets added to the utility bar. It is possible to move it into the right sidebar for easier access. This article explains the process. Prerequisites Salesforce Service Console with SearchUnify search client installed Move Search Client to Right Sidebar From , click Edit Page. In Lightning App Builder, click Related. Click Add Tab. A new tab with the name Details will appear. Click Details, then click Details again in Tab Label and select Custom from the dropdown. Enter a name in Custom Label and click Save. In the next image, the name chosen is {{SearchUnify}} but you can give the tab any name. Click {{SearchUnify}} and find Visualforce in Components. Drag Visualforce to {{SearchUnify}}. In the rightmost column, name the component in Label, select SU VF Console in Visualforce Page Name, and set Height. In the image, the Label chosen is {{SF Search}} and the Height in {{400}}. The Label and Height in your org can be different. Then, click Activation. Set visibility for the Custom Record Page. In the image, the Custom Record Page is set default for the entire org, but the visibility settings for your org can be different. After the set-up, click Close. Click Save. Result Refresh the Case Page to view SearchUnify in the right sidebar. Related Move Search Client to Chatter Feed"
26,https://docs.searchunify.com/Content/Search-Clients/Salesforce-Console.htm,Install a Search Client in Salesforce Console,"Install a Search Client in Salesforce Console Find information right inside your console installed in Sales Cloud or Service Cloud. This article first gives an overview of how the Salesforce Console search client handles permissions and then walks you through the steps of installing and setting up a SearchUnify client in Salesforce Console. The installation consists of four (Classic) or five (Lightning) steps. Salesforce Default Permissions Search clients on your org adhere to default Salesforce positions, which means that a Guest User cannot see any cases on the search results page and a Partner can see all the cases concerning his or her Contacts. The table summarizes the default permissions followed on the Salesforce search client. Permissions Chart Object User Type User can see Cases Internal All the cases in an org. Partner All the cases that belong to the Partner's account. Guest User No cases are visible. Customer All the cases that belong to the Customer's contacts. Articles Internal All the articles in Knowledge. Partner All the Public articles and the articles visible to the Partner. Guest User All the Public articles. Customer All the Public articles and all the articles visible to the Customer. Group Feed Internal All feeds of all the groups. External All feeds of the groups of which the user is a member and all feeds from public groups. All All feeds of all the groups. Guest All feeds from public groups. User Feed Internal All feeds of all the users. External All feeds of all the users. Installation Overview Become a Knowledge User From in Salesforce, go to Quick Find Box, look up ""Users"", click Edit and check the Knowledge User box. Your browser does not support the video tag. Enable Lightning Knowledge Skip this step if you want to continue using Salesforce Classic to create and store articles. Find Knowledge Settings from Quick Find Box. Then check Yes, I understand the impact of enabling Salesforce Knowledge. and click Enable Lightning Knowledge. Your browser does not support the video tag. Install a Client Visit Salesforce AppExchange, look up ""searchunify"", and open the top listing, SearchUnify - Cognitive Search & Insights for Salesforce. Click Get It Now. If prompted, log in with your Salesforce admin credentials. It's usually a good practice to install an app on Sandbox, instead of Production. Install the app for All Users. A warning might come up. Overlook it and proceed with installation. In the end an Installation Successful message will greet you. Configure the Client Click Salesforce App Launcher and then View All. Find SearchUnify Configuration and click it open. Create a remote site using URL on the Search Configuration screen. How to Create Remote Sites in Salesforce? Check out this document. Select Console from Choose Search Platform. A configurations page will appear. Enter the details and click Process. Select your application for Configuration. Choose either Sales Console or Service Console. The search client will be installed in the chosen console. Enter Service Endpoint. It is your SearchUnify instance URL. Enter Provision Key. You can get it from your SearchUnify representative. Enter UID. It is your search client ID. Enter jwt token expiration time(time should be in minutes). Enter any integer. The suggested value is 120. Create a Custom Component For Salesforce Lightning Users Click Setup from to open Quick Find Box. Launch App Manager. Select (or create) an app where the search client will be installed. Click Utility Items. Click Add Utility Item to launch a search box. Find and click Visualforce. Enter a name in Label. Ensure that the Panel Width is 500 and the Panel Height is 550. Select SU Vf Console from the Visualforce Page Name dropdown and click Save. For Salesforce Classic Users Switch to Salesforce Classic. From Setup, go to Quick Find Box, and search for ""custom console components."" Add these values to the following fields: Name: yourCustomComponent Button Name: YOURBUTTON Width: 500 Height: 550 Component as VF page: SU_Vf_Console Check Fixed Height Click Save. From Quick Find Box, go to Apps and Edit. (Create a new Console app if you do not already have one.) Ensure that Cases are included in Choose Navigation Tab Items. Drag yourCustomComponent (step E) to Selected Components in Choose Console Components and Save. Launch yourCustomComponent from the app launch menu. Click on SearchUnify Knowledge Base to launch the search window. Start searching. Activate Results Scrolling Copy the <div> snippet from readme. Log into your SearchUnify instance. Go to Search Clients > Edit > Designer. Paste the <div> in the CSS tab of Search Results Page and click Update. Result Once the entire process is complete, you can open the app from App Launcher and start searching. Find the App To use the app, look up your component from App Launcher. Usage Upon installation, SearchUnify is added to the utility bar. Click it to launch the search client. When the search client is launched, it presents results related to the case opened or active in the Primary Tab.When you switch between two Primary Tabs, the results page refreshes — so that the results are related to the active case. Navigation between subtabs doesn't refresh results. Agents who run complex searches on a regular basis or need more information to scan simultaneously can switch to full-screen view by clicking . To copy the link to a result, click . Clicking copies a hyperlinked result title in Salesforce Lightning. In Salesforce Classic, the copied data is from the field configured by the Admin. In Salesforce Lightning, the link contains the URL of the copied result, which can be pasted on a case page. In the next image, the second result ""How Documents Are Ranked in SearchUnify"" is copied from the search client and pasted on a case page. To preview a result, support reps can click . Each preview counts as a conversion. The preview works on Salesforce articles and YouTube videos. For those who have updated to Mamba '22, a feature to share articles and link them to cases as a comment has been introduced. Related How to Move Search Client to Chatter Feed? How to Move Search Client to Ride Sidebar? (Lightning)"
